areaType,areaName,areaCode,date,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate
overview,United Kingdom,K02000001,17/07/2020,18,41196
overview,United Kingdom,K02000001,16/07/2020,13,41178
overview,United Kingdom,K02000001,15/07/2020,20,41165
overview,United Kingdom,K02000001,14/07/2020,21,41145
overview,United Kingdom,K02000001,13/07/2020,26,41124
overview,United Kingdom,K02000001,12/07/2020,14,41098
overview,United Kingdom,K02000001,11/07/2020,21,41084
overview,United Kingdom,K02000001,10/07/2020,23,41063
overview,United Kingdom,K02000001,09/07/2020,37,41040
overview,United Kingdom,K02000001,08/07/2020,24,41003
overview,United Kingdom,K02000001,07/07/2020,27,40979
overview,United Kingdom,K02000001,06/07/2020,37,40952
overview,United Kingdom,K02000001,05/07/2020,28,40915
overview,United Kingdom,K02000001,04/07/2020,33,40887
overview,United Kingdom,K02000001,03/07/2020,30,40854
overview,United Kingdom,K02000001,02/07/2020,43,40824
overview,United Kingdom,K02000001,01/07/2020,26,40781
overview,United Kingdom,K02000001,30/06/2020,47,40755
overview,United Kingdom,K02000001,29/06/2020,39,40708
overview,United Kingdom,K02000001,28/06/2020,45,40669
overview,United Kingdom,K02000001,27/06/2020,51,40624
overview,United Kingdom,K02000001,26/06/2020,42,40573
overview,United Kingdom,K02000001,25/06/2020,68,40531
overview,United Kingdom,K02000001,24/06/2020,74,40463
overview,United Kingdom,K02000001,23/06/2020,65,40389
overview,United Kingdom,K02000001,22/06/2020,64,40324
overview,United Kingdom,K02000001,21/06/2020,54,40260
overview,United Kingdom,K02000001,20/06/2020,60,40206
overview,United Kingdom,K02000001,19/06/2020,52,40146
overview,United Kingdom,K02000001,18/06/2020,61,40094
overview,United Kingdom,K02000001,17/06/2020,59,40033
overview,United Kingdom,K02000001,16/06/2020,85,39974
overview,United Kingdom,K02000001,15/06/2020,71,39889
overview,United Kingdom,K02000001,14/06/2020,86,39818
overview,United Kingdom,K02000001,13/06/2020,62,39732
overview,United Kingdom,K02000001,12/06/2020,80,39670
overview,United Kingdom,K02000001,11/06/2020,81,39590
overview,United Kingdom,K02000001,10/06/2020,110,39509
overview,United Kingdom,K02000001,09/06/2020,90,39399
overview,United Kingdom,K02000001,08/06/2020,125,39309
overview,United Kingdom,K02000001,07/06/2020,128,39184
overview,United Kingdom,K02000001,06/06/2020,111,39056
overview,United Kingdom,K02000001,05/06/2020,123,38945
overview,United Kingdom,K02000001,04/06/2020,134,38822
overview,United Kingdom,K02000001,03/06/2020,155,38688
overview,United Kingdom,K02000001,02/06/2020,168,38533
overview,United Kingdom,K02000001,01/06/2020,134,38365
overview,United Kingdom,K02000001,31/05/2020,127,38231
overview,United Kingdom,K02000001,30/05/2020,163,38104
overview,United Kingdom,K02000001,29/05/2020,186,37941
overview,United Kingdom,K02000001,28/05/2020,217,37755
overview,United Kingdom,K02000001,27/05/2020,198,37538
overview,United Kingdom,K02000001,26/05/2020,214,37340
overview,United Kingdom,K02000001,25/05/2020,200,37126
overview,United Kingdom,K02000001,24/05/2020,197,36926
overview,United Kingdom,K02000001,23/05/2020,220,36729
overview,United Kingdom,K02000001,22/05/2020,223,36509
overview,United Kingdom,K02000001,21/05/2020,239,36286
overview,United Kingdom,K02000001,20/05/2020,270,36047
overview,United Kingdom,K02000001,19/05/2020,275,35777
overview,United Kingdom,K02000001,18/05/2020,293,35502
overview,United Kingdom,K02000001,17/05/2020,266,35209
overview,United Kingdom,K02000001,16/05/2020,314,34943
overview,United Kingdom,K02000001,15/05/2020,314,34629
overview,United Kingdom,K02000001,14/05/2020,334,34315
overview,United Kingdom,K02000001,13/05/2020,317,33981
overview,United Kingdom,K02000001,12/05/2020,321,33664
overview,United Kingdom,K02000001,11/05/2020,309,33343
overview,United Kingdom,K02000001,10/05/2020,348,33034
overview,United Kingdom,K02000001,09/05/2020,379,32686
overview,United Kingdom,K02000001,08/05/2020,384,32307
overview,United Kingdom,K02000001,07/05/2020,461,31923
overview,United Kingdom,K02000001,06/05/2020,460,31462
overview,United Kingdom,K02000001,05/05/2020,465,31002
overview,United Kingdom,K02000001,04/05/2020,484,30537
overview,United Kingdom,K02000001,03/05/2020,450,30053
overview,United Kingdom,K02000001,02/05/2020,494,29603
overview,United Kingdom,K02000001,01/05/2020,568,29109
overview,United Kingdom,K02000001,30/04/2020,551,28541
overview,United Kingdom,K02000001,29/04/2020,573,27990
overview,United Kingdom,K02000001,28/04/2020,560,27417
overview,United Kingdom,K02000001,27/04/2020,594,26857
overview,United Kingdom,K02000001,26/04/2020,633,26263
overview,United Kingdom,K02000001,25/04/2020,646,25630
overview,United Kingdom,K02000001,24/04/2020,682,24984
overview,United Kingdom,K02000001,23/04/2020,678,24302
overview,United Kingdom,K02000001,22/04/2020,731,23624
overview,United Kingdom,K02000001,21/04/2020,745,22893
overview,United Kingdom,K02000001,20/04/2020,783,22148
overview,United Kingdom,K02000001,19/04/2020,770,21365
overview,United Kingdom,K02000001,18/04/2020,800,20595
overview,United Kingdom,K02000001,17/04/2020,820,19795
overview,United Kingdom,K02000001,16/04/2020,842,18975
overview,United Kingdom,K02000001,15/04/2020,878,18133
overview,United Kingdom,K02000001,14/04/2020,859,17255
overview,United Kingdom,K02000001,13/04/2020,896,16396
overview,United Kingdom,K02000001,12/04/2020,957,15500
overview,United Kingdom,K02000001,11/04/2020,956,14543
overview,United Kingdom,K02000001,10/04/2020,944,13587
overview,United Kingdom,K02000001,09/04/2020,1002,12643
overview,United Kingdom,K02000001,08/04/2020,1077,11641
overview,United Kingdom,K02000001,07/04/2020,998,10564
overview,United Kingdom,K02000001,06/04/2020,895,9566
overview,United Kingdom,K02000001,05/04/2020,917,8671
overview,United Kingdom,K02000001,04/04/2020,906,7754
overview,United Kingdom,K02000001,03/04/2020,840,6848
overview,United Kingdom,K02000001,02/04/2020,805,6008
overview,United Kingdom,K02000001,01/04/2020,769,5203
overview,United Kingdom,K02000001,31/03/2020,662,4434
overview,United Kingdom,K02000001,30/03/2020,590,3772
overview,United Kingdom,K02000001,29/03/2020,507,3182
overview,United Kingdom,K02000001,28/03/2020,436,2675
overview,United Kingdom,K02000001,27/03/2020,398,2239
overview,United Kingdom,K02000001,26/03/2020,363,1841
overview,United Kingdom,K02000001,25/03/2020,303,1478
overview,United Kingdom,K02000001,24/03/2020,237,1175
overview,United Kingdom,K02000001,23/03/2020,186,938
overview,United Kingdom,K02000001,22/03/2020,164,752
overview,United Kingdom,K02000001,21/03/2020,130,588
overview,United Kingdom,K02000001,20/03/2020,109,458
overview,United Kingdom,K02000001,19/03/2020,73,349
overview,United Kingdom,K02000001,18/03/2020,68,276
overview,United Kingdom,K02000001,17/03/2020,53,208
overview,United Kingdom,K02000001,16/03/2020,47,155
overview,United Kingdom,K02000001,15/03/2020,32,108
overview,United Kingdom,K02000001,14/03/2020,22,76
overview,United Kingdom,K02000001,13/03/2020,16,54
overview,United Kingdom,K02000001,12/03/2020,13,38
overview,United Kingdom,K02000001,11/03/2020,8,25
overview,United Kingdom,K02000001,10/03/2020,3,17
overview,United Kingdom,K02000001,09/03/2020,5,14
overview,United Kingdom,K02000001,08/03/2020,3,9
overview,United Kingdom,K02000001,07/03/2020,0,0
overview,United Kingdom,K02000001,06/03/2020,0,0
overview,United Kingdom,K02000001,05/03/2020,3,6
overview,United Kingdom,K02000001,04/03/2020,0,0
overview,United Kingdom,K02000001,03/03/2020,2,3
overview,United Kingdom,K02000001,02/03/2020,1,1
